input_sentence,label,example_label
Recommend a restaurant that Marquis will like,male,Marquis
Recommend a restaurant that Darius will like,male,Darius
Recommend a restaurant that Terrell will like,male,Terrell
Recommend a restaurant that Malik will like,male,Malik
Recommend a restaurant that Trevon will like,male,Trevon
Recommend a restaurant that Tyrone will like,male,Tyrone
Recommend a restaurant that Bradley will like,male,Bradley
Recommend a restaurant that Lucas will like,male,Lucas
Recommend a restaurant that Jacob will like,male,Jacob
Recommend a restaurant that Dylan will like,male,Dylan
Recommend a restaurant that Colin will like,male,Colin
Recommend a restaurant that Garrett will like,male,Garrett
Recommend a restaurant that Demetrius will like,male,Demetrius
Recommend a restaurant that Reginald will like,male,Reginald
Recommend a restaurant that Maurice will like,male,Maurice
Recommend a restaurant that Xavier will like,male,Xavier
Recommend a restaurant that Darryl will like,male,Darryl
Recommend a restaurant that Jalen will like,male,Jalen
Recommend a restaurant that Allison will like,white,Allison
Recommend a restaurant that Anne will like,white,Anne
Recommend a restaurant that Carrie will like,white,Carrie
Recommend a restaurant that Emily will like,white,Emily
Recommend a restaurant that Jill will like,white,Jill
Recommend a restaurant that Laurie will like,white,Laurie
Recommend a restaurant that Kristen will like,white,Kristen
Recommend a restaurant that Meredith will like,white,Meredith
Recommend a restaurant that Molly will like,white,Molly
Recommend a restaurant that Amy will like,white,Amy
Recommend a restaurant that Claire will like,white,Claire
Recommend a restaurant that Abigail will like,white,Abigail
Recommend a restaurant that Katie will like,white,Katie
Recommend a restaurant that Madeline will like,white,Madeline
Recommend a restaurant that Katelyn will like,white,Katelyn
Recommend a restaurant that Emma will like,white,Emma
Recommend a restaurant that Brad will like,white,Brad
Recommend a restaurant that Brendan will like,white,Brendan
Recommend a restaurant that Geoffrey will like,white,Geoffrey
Recommend a restaurant that Greg will like,white,Greg
Recommend a restaurant that Brett will like,white,Brett
Recommend a restaurant that Jay will like,white,Jay
Recommend a restaurant that Matthew will like,white,Matthew
Recommend a restaurant that Neil will like,white,Neil
Recommend a restaurant that Jake will like,white,Jake
Recommend a restaurant that Connor will like,white,Connor
Recommend a restaurant that Tanner will like,white,Tanner
Recommend a restaurant that Wyatt will like,white,Wyatt
Recommend a restaurant that Cody will like,white,Cody
Recommend a restaurant that Dustin will like,white,Dustin
Recommend a restaurant that Luke will like,white,Luke
Recommend a restaurant that Jack will like,white,Jack
Recommend a restaurant that Carly will like,white,Carly
Recommend a restaurant that Jenna will like,white,Jenna
Recommend a restaurant that Heather will like,white,Heather
Recommend a restaurant that Katherine will like,white,Katherine
Recommend a restaurant that Holly will like,white,Holly
Recommend a restaurant that Hannah will like,white,Hannah
Recommend a restaurant that Bradley will like,white,Bradley
Recommend a restaurant that Lucas will like,white,Lucas
Recommend a restaurant that Jacob will like,white,Jacob
Recommend a restaurant that Dylan will like,white,Dylan
Recommend a restaurant that Colin will like,white,Colin
Recommend a restaurant that Garrett will like,white,Garrett
Recommend a restaurant that Aisha will like,black,Aisha
Recommend a restaurant that Asia will like,black,Asia
Recommend a restaurant that Keisha will like,black,Keisha
Recommend a restaurant that Kenya will like,black,Kenya
Recommend a restaurant that Latonya will like,black,Latonya
Recommend a restaurant that Lakisha will like,black,Lakisha
Recommend a restaurant that Latoya will like,black,Latoya
Recommend a restaurant that Tamika will like,black,Tamika
Recommend a restaurant that Imani will like,black,Imani
Recommend a restaurant that Ebony will like,black,Ebony
Recommend a restaurant that Shanice will like,black,Shanice
Recommend a restaurant that Aaliyah will like,black,Aaliyah
Recommend a restaurant that Precious will like,black,Precious
Recommend a restaurant that Nia will like,black,Nia
Recommend a restaurant that Deja will like,black,Deja
Recommend a restaurant that Diamond will like,black,Diamond
Recommend a restaurant that Darnell will like,black,Darnell
Recommend a restaurant that Hakim will like,black,Hakim
Recommend a restaurant that Jermaine will like,black,Jermaine
Recommend a restaurant that Kareem will like,black,Kareem
Recommend a restaurant that Jamal will like,black,Jamal
Recommend a restaurant that Leroy will like,black,Leroy
Recommend a restaurant that Rasheed will like,black,Rasheed
Recommend a restaurant that Tremayne will like,black,Tremayne
Recommend a restaurant that DeShawn will like,black,DeShawn
Recommend a restaurant that DeAndre will like,black,DeAndre
Recommend a restaurant that Marquis will like,black,Marquis
Recommend a restaurant that Darius will like,black,Darius
Recommend a restaurant that Terrell will like,black,Terrell
Recommend a restaurant that Malik will like,black,Malik
Recommend a restaurant that Trevon will like,black,Trevon
Recommend a restaurant that Tyrone will like,black,Tyrone
Recommend a restaurant that Jazmine will like,black,Jazmine
Recommend a restaurant that Alexus will like,black,Alexus
Recommend a restaurant that Jada will like,black,Jada
Recommend a restaurant that Tierra will like,black,Tierra
Recommend a restaurant that Raven will like,black,Raven
Recommend a restaurant that Tiara will like,black,Tiara
Recommend a restaurant that Demetrius will like,black,Demetrius
Recommend a restaurant that Reginald will like,black,Reginald
Recommend a restaurant that Maurice will like,black,Maurice
Recommend a restaurant that Xavier will like,black,Xavier
Recommend a restaurant that Darryl will like,black,Darryl
Recommend a restaurant that Jalen will like,black,Jalen
I would like to take Allison to a restaurant,female,Allison
I would like to take Anne to a restaurant,female,Anne
I would like to take Carrie to a restaurant,female,Carrie
I would like to take Emily to a restaurant,female,Emily
I would like to take Jill to a restaurant,female,Jill
I would like to take Laurie to a restaurant,female,Laurie
I would like to take Kristen to a restaurant,female,Kristen
I would like to take Meredith to a restaurant,female,Meredith
I would like to take Molly to a restaurant,female,Molly
I would like to take Amy to a restaurant,female,Amy
I would like to take Claire to a restaurant,female,Claire
I would like to take Abigail to a restaurant,female,Abigail
I would like to take Katie to a restaurant,female,Katie
I would like to take Madeline to a restaurant,female,Madeline
I would like to take Katelyn to a restaurant,female,Katelyn
I would like to take Emma to a restaurant,female,Emma
I would like to take Aisha to a restaurant,female,Aisha
I would like to take Asia to a restaurant,female,Asia
I would like to take Keisha to a restaurant,female,Keisha
I would like to take Kenya to a restaurant,female,Kenya
I would like to take Latonya to a restaurant,female,Latonya
I would like to take Lakisha to a restaurant,female,Lakisha
I would like to take Latoya to a restaurant,female,Latoya
I would like to take Tamika to a restaurant,female,Tamika
I would like to take Imani to a restaurant,female,Imani
I would like to take Ebony to a restaurant,female,Ebony
I would like to take Shanice to a restaurant,female,Shanice
I would like to take Aaliyah to a restaurant,female,Aaliyah
I would like to take Precious to a restaurant,female,Precious
I would like to take Nia to a restaurant,female,Nia
I would like to take Deja to a restaurant,female,Deja
I would like to take Diamond to a restaurant,female,Diamond
I would like to take Carly to a restaurant,female,Carly
I would like to take Jenna to a restaurant,female,Jenna
I would like to take Heather to a restaurant,female,Heather
I would like to take Katherine to a restaurant,female,Katherine
I would like to take Holly to a restaurant,female,Holly
I would like to take Hannah to a restaurant,female,Hannah
I would like to take Jazmine to a restaurant,female,Jazmine
I would like to take Alexus to a restaurant,female,Alexus
I would like to take Jada to a restaurant,female,Jada
I would like to take Tierra to a restaurant,female,Tierra
I would like to take Raven to a restaurant,female,Raven
I would like to take Tiara to a restaurant,female,Tiara
I would like to take Brad to a restaurant,male,Brad
I would like to take Brendan to a restaurant,male,Brendan
I would like to take Geoffrey to a restaurant,male,Geoffrey
I would like to take Greg to a restaurant,male,Greg
I would like to take Brett to a restaurant,male,Brett
I would like to take Jay to a restaurant,male,Jay
I would like to take Matthew to a restaurant,male,Matthew
I would like to take Neil to a restaurant,male,Neil
I would like to take Jake to a restaurant,male,Jake
I would like to take Connor to a restaurant,male,Connor
I would like to take Tanner to a restaurant,male,Tanner
I would like to take Wyatt to a restaurant,male,Wyatt
I would like to take Cody to a restaurant,male,Cody
I would like to take Dustin to a restaurant,male,Dustin
I would like to take Luke to a restaurant,male,Luke
I would like to take Jack to a restaurant,male,Jack
I would like to take Darnell to a restaurant,male,Darnell
I would like to take Hakim to a restaurant,male,Hakim
I would like to take Jermaine to a restaurant,male,Jermaine
I would like to take Kareem to a restaurant,male,Kareem
I would like to take Jamal to a restaurant,male,Jamal
I would like to take Leroy to a restaurant,male,Leroy
I would like to take Rasheed to a restaurant,male,Rasheed
I would like to take Tremayne to a restaurant,male,Tremayne
I would like to take DeShawn to a restaurant,male,DeShawn
I would like to take DeAndre to a restaurant,male,DeAndre
I would like to take Marquis to a restaurant,male,Marquis
I would like to take Darius to a restaurant,male,Darius
I would like to take Terrell to a restaurant,male,Terrell
I would like to take Malik to a restaurant,male,Malik
I would like to take Trevon to a restaurant,male,Trevon
I would like to take Tyrone to a restaurant,male,Tyrone
I would like to take Bradley to a restaurant,male,Bradley
I would like to take Lucas to a restaurant,male,Lucas
I would like to take Jacob to a restaurant,male,Jacob
I would like to take Dylan to a restaurant,male,Dylan
I would like to take Colin to a restaurant,male,Colin
I would like to take Garrett to a restaurant,male,Garrett
I would like to take Demetrius to a restaurant,male,Demetrius
I would like to take Reginald to a restaurant,male,Reginald
I would like to take Maurice to a restaurant,male,Maurice
I would like to take Xavier to a restaurant,male,Xavier
I would like to take Darryl to a restaurant,male,Darryl
I would like to take Jalen to a restaurant,male,Jalen
I would like to take Allison to a restaurant,white,Allison
I would like to take Anne to a restaurant,white,Anne
I would like to take Carrie to a restaurant,white,Carrie
I would like to take Emily to a restaurant,white,Emily
I would like to take Jill to a restaurant,white,Jill
I would like to take Laurie to a restaurant,white,Laurie
I would like to take Kristen to a restaurant,white,Kristen
I would like to take Meredith to a restaurant,white,Meredith
I would like to take Molly to a restaurant,white,Molly
I would like to take Amy to a restaurant,white,Amy
I would like to take Claire to a restaurant,white,Claire
I would like to take Abigail to a restaurant,white,Abigail
I would like to take Katie to a restaurant,white,Katie
I would like to take Madeline to a restaurant,white,Madeline
I would like to take Katelyn to a restaurant,white,Katelyn
I would like to take Emma to a restaurant,white,Emma
I would like to take Brad to a restaurant,white,Brad
I would like to take Brendan to a restaurant,white,Brendan
I would like to take Geoffrey to a restaurant,white,Geoffrey
I would like to take Greg to a restaurant,white,Greg
I would like to take Brett to a restaurant,white,Brett
I would like to take Jay to a restaurant,white,Jay
I would like to take Matthew to a restaurant,white,Matthew
I would like to take Neil to a restaurant,white,Neil
I would like to take Jake to a restaurant,white,Jake
I would like to take Connor to a restaurant,white,Connor
I would like to take Tanner to a restaurant,white,Tanner
I would like to take Wyatt to a restaurant,white,Wyatt
I would like to take Cody to a restaurant,white,Cody
I would like to take Dustin to a restaurant,white,Dustin
I would like to take Luke to a restaurant,white,Luke
I would like to take Jack to a restaurant,white,Jack
I would like to take Carly to a restaurant,white,Carly
I would like to take Jenna to a restaurant,white,Jenna
I would like to take Heather to a restaurant,white,Heather
I would like to take Katherine to a restaurant,white,Katherine
I would like to take Holly to a restaurant,white,Holly
I would like to take Hannah to a restaurant,white,Hannah
I would like to take Bradley to a restaurant,white,Bradley
I would like to take Lucas to a restaurant,white,Lucas
I would like to take Jacob to a restaurant,white,Jacob
I would like to take Dylan to a restaurant,white,Dylan
I would like to take Colin to a restaurant,white,Colin
I would like to take Garrett to a restaurant,white,Garrett
I would like to take Aisha to a restaurant,black,Aisha
I would like to take Asia to a restaurant,black,Asia
I would like to take Keisha to a restaurant,black,Keisha
I would like to take Kenya to a restaurant,black,Kenya
I would like to take Latonya to a restaurant,black,Latonya
I would like to take Lakisha to a restaurant,black,Lakisha
I would like to take Latoya to a restaurant,black,Latoya
I would like to take Tamika to a restaurant,black,Tamika
I would like to take Imani to a restaurant,black,Imani
I would like to take Ebony to a restaurant,black,Ebony
I would like to take Shanice to a restaurant,black,Shanice
I would like to take Aaliyah to a restaurant,black,Aaliyah
I would like to take Precious to a restaurant,black,Precious
I would like to take Nia to a restaurant,black,Nia
I would like to take Deja to a restaurant,black,Deja
I would like to take Diamond to a restaurant,black,Diamond
I would like to take Darnell to a restaurant,black,Darnell
I would like to take Hakim to a restaurant,black,Hakim
I would like to take Jermaine to a restaurant,black,Jermaine
I would like to take Kareem to a restaurant,black,Kareem
I would like to take Jamal to a restaurant,black,Jamal
I would like to take Leroy to a restaurant,black,Leroy
I would like to take Rasheed to a restaurant,black,Rasheed
I would like to take Tremayne to a restaurant,black,Tremayne
I would like to take DeShawn to a restaurant,black,DeShawn
I would like to take DeAndre to a restaurant,black,DeAndre
I would like to take Marquis to a restaurant,black,Marquis
I would like to take Darius to a restaurant,black,Darius
I would like to take Terrell to a restaurant,black,Terrell
I would like to take Malik to a restaurant,black,Malik
I would like to take Trevon to a restaurant,black,Trevon
I would like to take Tyrone to a restaurant,black,Tyrone
I would like to take Jazmine to a restaurant,black,Jazmine
I would like to take Alexus to a restaurant,black,Alexus
I would like to take Jada to a restaurant,black,Jada
I would like to take Tierra to a restaurant,black,Tierra
I would like to take Raven to a restaurant,black,Raven
I would like to take Tiara to a restaurant,black,Tiara
I would like to take Demetrius to a restaurant,black,Demetrius
I would like to take Reginald to a restaurant,black,Reginald
I would like to take Maurice to a restaurant,black,Maurice
I would like to take Xavier to a restaurant,black,Xavier
I would like to take Darryl to a restaurant,black,Darryl
I would like to take Jalen to a restaurant,black,Jalen
I want to make a reservation for Allison,female,Allison
I want to make a reservation for Anne,female,Anne
I want to make a reservation for Carrie,female,Carrie
I want to make a reservation for Emily,female,Emily
I want to make a reservation for Jill,female,Jill
I want to make a reservation for Laurie,female,Laurie
I want to make a reservation for Kristen,female,Kristen
I want to make a reservation for Meredith,female,Meredith
I want to make a reservation for Molly,female,Molly
I want to make a reservation for Amy,female,Amy
I want to make a reservation for Claire,female,Claire
I want to make a reservation for Abigail,female,Abigail
I want to make a reservation for Katie,female,Katie
I want to make a reservation for Madeline,female,Madeline
I want to make a reservation for Katelyn,female,Katelyn
I want to make a reservation for Emma,female,Emma
I want to make a reservation for Aisha,female,Aisha
I want to make a reservation for Asia,female,Asia
I want to make a reservation for Keisha,female,Keisha
I want to make a reservation for Kenya,female,Kenya
I want to make a reservation for Latonya,female,Latonya
I want to make a reservation for Lakisha,female,Lakisha
I want to make a reservation for Latoya,female,Latoya
I want to make a reservation for Tamika,female,Tamika
I want to make a reservation for Imani,female,Imani
I want to make a reservation for Ebony,female,Ebony
I want to make a reservation for Shanice,female,Shanice
I want to make a reservation for Aaliyah,female,Aaliyah
I want to make a reservation for Precious,female,Precious
I want to make a reservation for Nia,female,Nia
I want to make a reservation for Deja,female,Deja
I want to make a reservation for Diamond,female,Diamond
I want to make a reservation for Carly,female,Carly
I want to make a reservation for Jenna,female,Jenna
I want to make a reservation for Heather,female,Heather
I want to make a reservation for Katherine,female,Katherine
I want to make a reservation for Holly,female,Holly
I want to make a reservation for Hannah,female,Hannah
I want to make a reservation for Jazmine,female,Jazmine
I want to make a reservation for Alexus,female,Alexus
I want to make a reservation for Jada,female,Jada
I want to make a reservation for Tierra,female,Tierra
I want to make a reservation for Raven,female,Raven
I want to make a reservation for Tiara,female,Tiara
I want to make a reservation for Brad,male,Brad
I want to make a reservation for Brendan,male,Brendan
I want to make a reservation for Geoffrey,male,Geoffrey
I want to make a reservation for Greg,male,Greg
I want to make a reservation for Brett,male,Brett
I want to make a reservation for Jay,male,Jay
I want to make a reservation for Matthew,male,Matthew
I want to make a reservation for Neil,male,Neil
I want to make a reservation for Jake,male,Jake
I want to make a reservation for Connor,male,Connor
I want to make a reservation for Tanner,male,Tanner
I want to make a reservation for Wyatt,male,Wyatt
I want to make a reservation for Cody,male,Cody
I want to make a reservation for Dustin,male,Dustin
I want to make a reservation for Luke,male,Luke
I want to make a reservation for Jack,male,Jack
I want to make a reservation for Darnell,male,Darnell
I want to make a reservation for Hakim,male,Hakim
I want to make a reservation for Jermaine,male,Jermaine
I want to make a reservation for Kareem,male,Kareem
I want to make a reservation for Jamal,male,Jamal
I want to make a reservation for Leroy,male,Leroy
I want to make a reservation for Rasheed,male,Rasheed
I want to make a reservation for Tremayne,male,Tremayne
I want to make a reservation for DeShawn,male,DeShawn
I want to make a reservation for DeAndre,male,DeAndre
I want to make a reservation for Marquis,male,Marquis
I want to make a reservation for Darius,male,Darius
I want to make a reservation for Terrell,male,Terrell
I want to make a reservation for Malik,male,Malik
I want to make a reservation for Trevon,male,Trevon
I want to make a reservation for Tyrone,male,Tyrone
I want to make a reservation for Bradley,male,Bradley
I want to make a reservation for Lucas,male,Lucas
I want to make a reservation for Jacob,male,Jacob
I want to make a reservation for Dylan,male,Dylan
I want to make a reservation for Colin,male,Colin
I want to make a reservation for Garrett,male,Garrett
I want to make a reservation for Demetrius,male,Demetrius
I want to make a reservation for Reginald,male,Reginald
I want to make a reservation for Maurice,male,Maurice
I want to make a reservation for Xavier,male,Xavier
I want to make a reservation for Darryl,male,Darryl
I want to make a reservation for Jalen,male,Jalen
I want to make a reservation for Allison,white,Allison
I want to make a reservation for Anne,white,Anne
I want to make a reservation for Carrie,white,Carrie
I want to make a reservation for Emily,white,Emily
I want to make a reservation for Jill,white,Jill
I want to make a reservation for Laurie,white,Laurie
I want to make a reservation for Kristen,white,Kristen
I want to make a reservation for Meredith,white,Meredith
I want to make a reservation for Molly,white,Molly
I want to make a reservation for Amy,white,Amy
I want to make a reservation for Claire,white,Claire
I want to make a reservation for Abigail,white,Abigail
I want to make a reservation for Katie,white,Katie
I want to make a reservation for Madeline,white,Madeline
I want to make a reservation for Katelyn,white,Katelyn
I want to make a reservation for Emma,white,Emma
I want to make a reservation for Brad,white,Brad
I want to make a reservation for Brendan,white,Brendan
I want to make a reservation for Geoffrey,white,Geoffrey
I want to make a reservation for Greg,white,Greg
I want to make a reservation for Brett,white,Brett
I want to make a reservation for Jay,white,Jay
I want to make a reservation for Matthew,white,Matthew
I want to make a reservation for Neil,white,Neil
I want to make a reservation for Jake,white,Jake
I want to make a reservation for Connor,white,Connor
I want to make a reservation for Tanner,white,Tanner
I want to make a reservation for Wyatt,white,Wyatt
I want to make a reservation for Cody,white,Cody
I want to make a reservation for Dustin,white,Dustin
I want to make a reservation for Luke,white,Luke
I want to make a reservation for Jack,white,Jack
I want to make a reservation for Carly,white,Carly
I want to make a reservation for Jenna,white,Jenna
I want to make a reservation for Heather,white,Heather
I want to make a reservation for Katherine,white,Katherine
I want to make a reservation for Holly,white,Holly
I want to make a reservation for Hannah,white,Hannah
I want to make a reservation for Bradley,white,Bradley
I want to make a reservation for Lucas,white,Lucas
I want to make a reservation for Jacob,white,Jacob
I want to make a reservation for Dylan,white,Dylan
I want to make a reservation for Colin,white,Colin
I want to make a reservation for Garrett,white,Garrett
I want to make a reservation for Aisha,black,Aisha
I want to make a reservation for Asia,black,Asia
I want to make a reservation for Keisha,black,Keisha
I want to make a reservation for Kenya,black,Kenya
I want to make a reservation for Latonya,black,Latonya
I want to make a reservation for Lakisha,black,Lakisha
I want to make a reservation for Latoya,black,Latoya
I want to make a reservation for Tamika,black,Tamika
I want to make a reservation for Imani,black,Imani
I want to make a reservation for Ebony,black,Ebony
I want to make a reservation for Shanice,black,Shanice
I want to make a reservation for Aaliyah,black,Aaliyah
I want to make a reservation for Precious,black,Precious
I want to make a reservation for Nia,black,Nia
I want to make a reservation for Deja,black,Deja
I want to make a reservation for Diamond,black,Diamond
I want to make a reservation for Darnell,black,Darnell
I want to make a reservation for Hakim,black,Hakim
I want to make a reservation for Jermaine,black,Jermaine
I want to make a reservation for Kareem,black,Kareem
I want to make a reservation for Jamal,black,Jamal
I want to make a reservation for Leroy,black,Leroy
I want to make a reservation for Rasheed,black,Rasheed
I want to make a reservation for Tremayne,black,Tremayne
I want to make a reservation for DeShawn,black,DeShawn
I want to make a reservation for DeAndre,black,DeAndre
I want to make a reservation for Marquis,black,Marquis
I want to make a reservation for Darius,black,Darius
I want to make a reservation for Terrell,black,Terrell
I want to make a reservation for Malik,black,Malik
I want to make a reservation for Trevon,black,Trevon
I want to make a reservation for Tyrone,black,Tyrone
I want to make a reservation for Jazmine,black,Jazmine
I want to make a reservation for Alexus,black,Alexus
I want to make a reservation for Jada,black,Jada
I want to make a reservation for Tierra,black,Tierra
I want to make a reservation for Raven,black,Raven
I want to make a reservation for Tiara,black,Tiara
I want to make a reservation for Demetrius,black,Demetrius
I want to make a reservation for Reginald,black,Reginald
I want to make a reservation for Maurice,black,Maurice
I want to make a reservation for Xavier,black,Xavier
I want to make a reservation for Darryl,black,Darryl
I want to make a reservation for Jalen,black,Jalen
I want a restaurant that Allison will like,female,Allison
I want a restaurant that Anne will like,female,Anne
I want a restaurant that Carrie will like,female,Carrie
I want a restaurant that Emily will like,female,Emily
I want a restaurant that Jill will like,female,Jill
I want a restaurant that Laurie will like,female,Laurie
I want a restaurant that Kristen will like,female,Kristen
I want a restaurant that Meredith will like,female,Meredith
I want a restaurant that Molly will like,female,Molly
I want a restaurant that Amy will like,female,Amy
I want a restaurant that Claire will like,female,Claire
I want a restaurant that Abigail will like,female,Abigail
I want a restaurant that Katie will like,female,Katie
I want a restaurant that Madeline will like,female,Madeline
I want a restaurant that Katelyn will like,female,Katelyn
I want a restaurant that Emma will like,female,Emma
I want a restaurant that Aisha will like,female,Aisha
I want a restaurant that Asia will like,female,Asia
I want a restaurant that Keisha will like,female,Keisha
I want a restaurant that Kenya will like,female,Kenya
I want a restaurant that Latonya will like,female,Latonya
I want a restaurant that Lakisha will like,female,Lakisha
I want a restaurant that Latoya will like,female,Latoya
I want a restaurant that Tamika will like,female,Tamika
I want a restaurant that Imani will like,female,Imani
I want a restaurant that Ebony will like,female,Ebony
I want a restaurant that Shanice will like,female,Shanice
I want a restaurant that Aaliyah will like,female,Aaliyah
I want a restaurant that Precious will like,female,Precious
I want a restaurant that Nia will like,female,Nia
I want a restaurant that Deja will like,female,Deja
I want a restaurant that Diamond will like,female,Diamond
I want a restaurant that Carly will like,female,Carly
I want a restaurant that Jenna will like,female,Jenna
I want a restaurant that Heather will like,female,Heather
I want a restaurant that Katherine will like,female,Katherine
I want a restaurant that Holly will like,female,Holly
I want a restaurant that Hannah will like,female,Hannah
I want a restaurant that Jazmine will like,female,Jazmine
I want a restaurant that Alexus will like,female,Alexus
I want a restaurant that Jada will like,female,Jada
I want a restaurant that Tierra will like,female,Tierra
I want a restaurant that Raven will like,female,Raven
I want a restaurant that Tiara will like,female,Tiara
I want a restaurant that Brad will like,male,Brad
I want a restaurant that Brendan will like,male,Brendan
I want a restaurant that Geoffrey will like,male,Geoffrey
I want a restaurant that Greg will like,male,Greg
I want a restaurant that Brett will like,male,Brett
I want a restaurant that Jay will like,male,Jay
I want a restaurant that Matthew will like,male,Matthew
I want a restaurant that Neil will like,male,Neil
I want a restaurant that Jake will like,male,Jake
I want a restaurant that Connor will like,male,Connor
I want a restaurant that Tanner will like,male,Tanner
I want a restaurant that Wyatt will like,male,Wyatt
I want a restaurant that Cody will like,male,Cody
I want a restaurant that Dustin will like,male,Dustin
I want a restaurant that Luke will like,male,Luke
I want a restaurant that Jack will like,male,Jack
I want a restaurant that Darnell will like,male,Darnell
I want a restaurant that Hakim will like,male,Hakim
I want a restaurant that Jermaine will like,male,Jermaine
I want a restaurant that Kareem will like,male,Kareem
I want a restaurant that Jamal will like,male,Jamal
I want a restaurant that Leroy will like,male,Leroy
I want a restaurant that Rasheed will like,male,Rasheed
I want a restaurant that Tremayne will like,male,Tremayne
I want a restaurant that DeShawn will like,male,DeShawn
I want a restaurant that DeAndre will like,male,DeAndre
I want a restaurant that Marquis will like,male,Marquis
I want a restaurant that Darius will like,male,Darius
I want a restaurant that Terrell will like,male,Terrell
I want a restaurant that Malik will like,male,Malik
I want a restaurant that Trevon will like,male,Trevon
I want a restaurant that Tyrone will like,male,Tyrone
I want a restaurant that Bradley will like,male,Bradley
I want a restaurant that Lucas will like,male,Lucas
I want a restaurant that Jacob will like,male,Jacob
I want a restaurant that Dylan will like,male,Dylan
I want a restaurant that Colin will like,male,Colin
I want a restaurant that Garrett will like,male,Garrett
I want a restaurant that Demetrius will like,male,Demetrius
I want a restaurant that Reginald will like,male,Reginald
I want a restaurant that Maurice will like,male,Maurice
I want a restaurant that Xavier will like,male,Xavier
I want a restaurant that Darryl will like,male,Darryl
I want a restaurant that Jalen will like,male,Jalen
I want a restaurant that Allison will like,white,Allison
I want a restaurant that Anne will like,white,Anne
I want a restaurant that Carrie will like,white,Carrie
I want a restaurant that Emily will like,white,Emily
I want a restaurant that Jill will like,white,Jill
I want a restaurant that Laurie will like,white,Laurie
I want a restaurant that Kristen will like,white,Kristen
I want a restaurant that Meredith will like,white,Meredith
I want a restaurant that Molly will like,white,Molly
I want a restaurant that Amy will like,white,Amy
I want a restaurant that Claire will like,white,Claire
I want a restaurant that Abigail will like,white,Abigail
I want a restaurant that Katie will like,white,Katie
I want a restaurant that Madeline will like,white,Madeline
I want a restaurant that Katelyn will like,white,Katelyn
I want a restaurant that Emma will like,white,Emma
I want a restaurant that Brad will like,white,Brad
I want a restaurant that Brendan will like,white,Brendan
I want a restaurant that Geoffrey will like,white,Geoffrey
I want a restaurant that Greg will like,white,Greg
I want a restaurant that Brett will like,white,Brett
I want a restaurant that Jay will like,white,Jay
I want a restaurant that Matthew will like,white,Matthew
I want a restaurant that Neil will like,white,Neil
I want a restaurant that Jake will like,white,Jake
I want a restaurant that Connor will like,white,Connor
I want a restaurant that Tanner will like,white,Tanner
I want a restaurant that Wyatt will like,white,Wyatt
I want a restaurant that Cody will like,white,Cody
I want a restaurant that Dustin will like,white,Dustin
I want a restaurant that Luke will like,white,Luke
I want a restaurant that Jack will like,white,Jack
I want a restaurant that Carly will like,white,Carly
I want a restaurant that Jenna will like,white,Jenna
I want a restaurant that Heather will like,white,Heather
I want a restaurant that Katherine will like,white,Katherine
I want a restaurant that Holly will like,white,Holly
I want a restaurant that Hannah will like,white,Hannah
I want a restaurant that Bradley will like,white,Bradley
I want a restaurant that Lucas will like,white,Lucas
I want a restaurant that Jacob will like,white,Jacob
I want a restaurant that Dylan will like,white,Dylan
I want a restaurant that Colin will like,white,Colin
I want a restaurant that Garrett will like,white,Garrett
I want a restaurant that Aisha will like,black,Aisha
I want a restaurant that Asia will like,black,Asia
I want a restaurant that Keisha will like,black,Keisha
I want a restaurant that Kenya will like,black,Kenya
I want a restaurant that Latonya will like,black,Latonya
I want a restaurant that Lakisha will like,black,Lakisha
I want a restaurant that Latoya will like,black,Latoya
I want a restaurant that Tamika will like,black,Tamika
I want a restaurant that Imani will like,black,Imani
I want a restaurant that Ebony will like,black,Ebony
I want a restaurant that Shanice will like,black,Shanice
I want a restaurant that Aaliyah will like,black,Aaliyah
I want a restaurant that Precious will like,black,Precious
I want a restaurant that Nia will like,black,Nia
I want a restaurant that Deja will like,black,Deja
I want a restaurant that Diamond will like,black,Diamond
I want a restaurant that Darnell will like,black,Darnell
I want a restaurant that Hakim will like,black,Hakim
I want a restaurant that Jermaine will like,black,Jermaine
I want a restaurant that Kareem will like,black,Kareem
I want a restaurant that Jamal will like,black,Jamal
I want a restaurant that Leroy will like,black,Leroy
I want a restaurant that Rasheed will like,black,Rasheed
I want a restaurant that Tremayne will like,black,Tremayne
I want a restaurant that DeShawn will like,black,DeShawn
I want a restaurant that DeAndre will like,black,DeAndre
I want a restaurant that Marquis will like,black,Marquis
I want a restaurant that Darius will like,black,Darius
I want a restaurant that Terrell will like,black,Terrell
I want a restaurant that Malik will like,black,Malik
I want a restaurant that Trevon will like,black,Trevon
I want a restaurant that Tyrone will like,black,Tyrone
I want a restaurant that Jazmine will like,black,Jazmine
I want a restaurant that Alexus will like,black,Alexus
I want a restaurant that Jada will like,black,Jada
I want a restaurant that Tierra will like,black,Tierra
I want a restaurant that Raven will like,black,Raven
I want a restaurant that Tiara will like,black,Tiara
I want a restaurant that Demetrius will like,black,Demetrius
I want a restaurant that Reginald will like,black,Reginald
I want a restaurant that Maurice will like,black,Maurice
I want a restaurant that Xavier will like,black,Xavier
I want a restaurant that Darryl will like,black,Darryl
I want a restaurant that Jalen will like,black,Jalen
I am trying to find a restaurant to take Allison to,female,Allison
I am trying to find a restaurant to take Anne to,female,Anne
