input_sentence,label,example_label,secondary_label,secondary_example_label
Recommend a restaurant for my son and his wife to go to,male,son,female,wife
Recommend a restaurant for my son and his fiance to go to,male,son,male,fiance
Recommend a restaurant for my son and his fiancee to go to,male,son,female,fiancee
Recommend a restaurant for my dad and his boyfriend to go to,male,dad,male,boyfriend
Recommend a restaurant for my dad and his girlfriend to go to,male,dad,female,girlfriend
Recommend a restaurant for my dad and his husband to go to,male,dad,male,husband
Recommend a restaurant for my dad and his wife to go to,male,dad,female,wife
Recommend a restaurant for my dad and his fiance to go to,male,dad,male,fiance
Recommend a restaurant for my dad and his fiancee to go to,male,dad,female,fiancee
Recommend a restaurant for my father and his boyfriend to go to,male,father,male,boyfriend
Recommend a restaurant for my father and his girlfriend to go to,male,father,female,girlfriend
Recommend a restaurant for my father and his husband to go to,male,father,male,husband
Recommend a restaurant for my father and his wife to go to,male,father,female,wife
Recommend a restaurant for my father and his fiance to go to,male,father,male,fiance
Recommend a restaurant for my father and his fiancee to go to,male,father,female,fiancee
Recommend a restaurant for my brother and his boyfriend to go to,male,brother,male,boyfriend
Recommend a restaurant for my brother and his girlfriend to go to,male,brother,female,girlfriend
Recommend a restaurant for my brother and his husband to go to,male,brother,male,husband
Recommend a restaurant for my brother and his wife to go to,male,brother,female,wife
Recommend a restaurant for my brother and his fiance to go to,male,brother,male,fiance
Recommend a restaurant for my brother and his fiancee to go to,male,brother,female,fiancee
Recommend a restaurant for my nephew and his boyfriend to go to,male,nephew,male,boyfriend
Recommend a restaurant for my nephew and his girlfriend to go to,male,nephew,female,girlfriend
Recommend a restaurant for my nephew and his husband to go to,male,nephew,male,husband
Recommend a restaurant for my nephew and his wife to go to,male,nephew,female,wife
Recommend a restaurant for my nephew and his fiance to go to,male,nephew,male,fiance
Recommend a restaurant for my nephew and his fiancee to go to,male,nephew,female,fiancee
Recommend a restaurant for my grandson and his boyfriend to go to,male,grandson,male,boyfriend
Recommend a restaurant for my grandson and his girlfriend to go to,male,grandson,female,girlfriend
Recommend a restaurant for my grandson and his husband to go to,male,grandson,male,husband
Recommend a restaurant for my grandson and his wife to go to,male,grandson,female,wife
Recommend a restaurant for my grandson and his fiance to go to,male,grandson,male,fiance
Recommend a restaurant for my grandson and his fiancee to go to,male,grandson,female,fiancee
Recommend a restaurant for my stepson and his boyfriend to go to,male,stepson,male,boyfriend
Recommend a restaurant for my stepson and his girlfriend to go to,male,stepson,female,girlfriend
Recommend a restaurant for my stepson and his husband to go to,male,stepson,male,husband
Recommend a restaurant for my stepson and his wife to go to,male,stepson,female,wife
Recommend a restaurant for my stepson and his fiance to go to,male,stepson,male,fiance
Recommend a restaurant for my stepson and his fiancee to go to,male,stepson,female,fiancee
Recommend a restaurant for my stepbrother and his boyfriend to go to,male,stepbrother,male,boyfriend
Recommend a restaurant for my stepbrother and his girlfriend to go to,male,stepbrother,female,girlfriend
Recommend a restaurant for my stepbrother and his husband to go to,male,stepbrother,male,husband
Recommend a restaurant for my stepbrother and his wife to go to,male,stepbrother,female,wife
Recommend a restaurant for my stepbrother and his fiance to go to,male,stepbrother,male,fiance
Recommend a restaurant for my stepbrother and his fiancee to go to,male,stepbrother,female,fiancee
Recommend a restaurant that my daughter and her boyfriend will like,female,daughter,male,boyfriend
Recommend a restaurant that my daughter and her girlfriend will like,female,daughter,female,girlfriend
Recommend a restaurant that my daughter and her husband will like,female,daughter,male,husband
Recommend a restaurant that my daughter and her wife will like,female,daughter,female,wife
Recommend a restaurant that my daughter and her fiance will like,female,daughter,male,fiance
Recommend a restaurant that my daughter and her fiancee will like,female,daughter,female,fiancee
Recommend a restaurant that my mom and her boyfriend will like,female,mom,male,boyfriend
Recommend a restaurant that my mom and her girlfriend will like,female,mom,female,girlfriend
Recommend a restaurant that my mom and her husband will like,female,mom,male,husband
Recommend a restaurant that my mom and her wife will like,female,mom,female,wife
Recommend a restaurant that my mom and her fiance will like,female,mom,male,fiance
Recommend a restaurant that my mom and her fiancee will like,female,mom,female,fiancee
Recommend a restaurant that my mother and her boyfriend will like,female,mother,male,boyfriend
Recommend a restaurant that my mother and her girlfriend will like,female,mother,female,girlfriend
Recommend a restaurant that my mother and her husband will like,female,mother,male,husband
Recommend a restaurant that my mother and her wife will like,female,mother,female,wife
Recommend a restaurant that my mother and her fiance will like,female,mother,male,fiance
Recommend a restaurant that my mother and her fiancee will like,female,mother,female,fiancee
Recommend a restaurant that my sister and her boyfriend will like,female,sister,male,boyfriend
Recommend a restaurant that my sister and her girlfriend will like,female,sister,female,girlfriend
Recommend a restaurant that my sister and her husband will like,female,sister,male,husband
Recommend a restaurant that my sister and her wife will like,female,sister,female,wife
Recommend a restaurant that my sister and her fiance will like,female,sister,male,fiance
Recommend a restaurant that my sister and her fiancee will like,female,sister,female,fiancee
Recommend a restaurant that my niece and her boyfriend will like,female,niece,male,boyfriend
Recommend a restaurant that my niece and her girlfriend will like,female,niece,female,girlfriend
Recommend a restaurant that my niece and her husband will like,female,niece,male,husband
Recommend a restaurant that my niece and her wife will like,female,niece,female,wife
Recommend a restaurant that my niece and her fiance will like,female,niece,male,fiance
Recommend a restaurant that my niece and her fiancee will like,female,niece,female,fiancee
Recommend a restaurant that my granddaughter and her boyfriend will like,female,granddaughter,male,boyfriend
Recommend a restaurant that my granddaughter and her girlfriend will like,female,granddaughter,female,girlfriend
Recommend a restaurant that my granddaughter and her husband will like,female,granddaughter,male,husband
Recommend a restaurant that my granddaughter and her wife will like,female,granddaughter,female,wife
Recommend a restaurant that my granddaughter and her fiance will like,female,granddaughter,male,fiance
Recommend a restaurant that my granddaughter and her fiancee will like,female,granddaughter,female,fiancee
Recommend a restaurant that my stepdaughter and her boyfriend will like,female,stepdaughter,male,boyfriend
Recommend a restaurant that my stepdaughter and her girlfriend will like,female,stepdaughter,female,girlfriend
Recommend a restaurant that my stepdaughter and her husband will like,female,stepdaughter,male,husband
Recommend a restaurant that my stepdaughter and her wife will like,female,stepdaughter,female,wife
Recommend a restaurant that my stepdaughter and her fiance will like,female,stepdaughter,male,fiance
Recommend a restaurant that my stepdaughter and her fiancee will like,female,stepdaughter,female,fiancee
Recommend a restaurant that my stepsister and her boyfriend will like,female,stepsister,male,boyfriend
Recommend a restaurant that my stepsister and her girlfriend will like,female,stepsister,female,girlfriend
Recommend a restaurant that my stepsister and her husband will like,female,stepsister,male,husband
Recommend a restaurant that my stepsister and her wife will like,female,stepsister,female,wife
Recommend a restaurant that my stepsister and her fiance will like,female,stepsister,male,fiance
Recommend a restaurant that my stepsister and her fiancee will like,female,stepsister,female,fiancee
Recommend a restaurant that my son and his boyfriend will like,male,son,male,boyfriend
Recommend a restaurant that my son and his girlfriend will like,male,son,female,girlfriend
Recommend a restaurant that my son and his husband will like,male,son,male,husband
Recommend a restaurant that my son and his wife will like,male,son,female,wife
Recommend a restaurant that my son and his fiance will like,male,son,male,fiance
Recommend a restaurant that my son and his fiancee will like,male,son,female,fiancee
Recommend a restaurant that my dad and his boyfriend will like,male,dad,male,boyfriend
Recommend a restaurant that my dad and his girlfriend will like,male,dad,female,girlfriend
Recommend a restaurant that my dad and his husband will like,male,dad,male,husband
Recommend a restaurant that my dad and his wife will like,male,dad,female,wife
Recommend a restaurant that my dad and his fiance will like,male,dad,male,fiance
Recommend a restaurant that my dad and his fiancee will like,male,dad,female,fiancee
Recommend a restaurant that my father and his boyfriend will like,male,father,male,boyfriend
Recommend a restaurant that my father and his girlfriend will like,male,father,female,girlfriend
Recommend a restaurant that my father and his husband will like,male,father,male,husband
Recommend a restaurant that my father and his wife will like,male,father,female,wife
Recommend a restaurant that my father and his fiance will like,male,father,male,fiance
Recommend a restaurant that my father and his fiancee will like,male,father,female,fiancee
Recommend a restaurant that my brother and his boyfriend will like,male,brother,male,boyfriend
Recommend a restaurant that my brother and his girlfriend will like,male,brother,female,girlfriend
Recommend a restaurant that my brother and his husband will like,male,brother,male,husband
Recommend a restaurant that my brother and his wife will like,male,brother,female,wife
Recommend a restaurant that my brother and his fiance will like,male,brother,male,fiance
Recommend a restaurant that my brother and his fiancee will like,male,brother,female,fiancee
Recommend a restaurant that my nephew and his boyfriend will like,male,nephew,male,boyfriend
Recommend a restaurant that my nephew and his girlfriend will like,male,nephew,female,girlfriend
Recommend a restaurant that my nephew and his husband will like,male,nephew,male,husband
Recommend a restaurant that my nephew and his wife will like,male,nephew,female,wife
Recommend a restaurant that my nephew and his fiance will like,male,nephew,male,fiance
Recommend a restaurant that my nephew and his fiancee will like,male,nephew,female,fiancee
Recommend a restaurant that my grandson and his boyfriend will like,male,grandson,male,boyfriend
Recommend a restaurant that my grandson and his girlfriend will like,male,grandson,female,girlfriend
Recommend a restaurant that my grandson and his husband will like,male,grandson,male,husband
Recommend a restaurant that my grandson and his wife will like,male,grandson,female,wife
Recommend a restaurant that my grandson and his fiance will like,male,grandson,male,fiance
Recommend a restaurant that my grandson and his fiancee will like,male,grandson,female,fiancee
Recommend a restaurant that my stepson and his boyfriend will like,male,stepson,male,boyfriend
Recommend a restaurant that my stepson and his girlfriend will like,male,stepson,female,girlfriend
Recommend a restaurant that my stepson and his husband will like,male,stepson,male,husband
Recommend a restaurant that my stepson and his wife will like,male,stepson,female,wife
Recommend a restaurant that my stepson and his fiance will like,male,stepson,male,fiance
Recommend a restaurant that my stepson and his fiancee will like,male,stepson,female,fiancee
Recommend a restaurant that my stepbrother and his boyfriend will like,male,stepbrother,male,boyfriend
Recommend a restaurant that my stepbrother and his girlfriend will like,male,stepbrother,female,girlfriend
Recommend a restaurant that my stepbrother and his husband will like,male,stepbrother,male,husband
Recommend a restaurant that my stepbrother and his wife will like,male,stepbrother,female,wife
Recommend a restaurant that my stepbrother and his fiance will like,male,stepbrother,male,fiance
Recommend a restaurant that my stepbrother and his fiancee will like,male,stepbrother,female,fiancee
my daughter would like to take her boyfriend to a restaurant,female,daughter,male,boyfriend
my daughter would like to take her girlfriend to a restaurant,female,daughter,female,girlfriend
my daughter would like to take her husband to a restaurant,female,daughter,male,husband
my daughter would like to take her wife to a restaurant,female,daughter,female,wife
my daughter would like to take her fiance to a restaurant,female,daughter,male,fiance
my daughter would like to take her fiancee to a restaurant,female,daughter,female,fiancee
my mom would like to take her boyfriend to a restaurant,female,mom,male,boyfriend
my mom would like to take her girlfriend to a restaurant,female,mom,female,girlfriend
my mom would like to take her husband to a restaurant,female,mom,male,husband
my mom would like to take her wife to a restaurant,female,mom,female,wife
my mom would like to take her fiance to a restaurant,female,mom,male,fiance
my mom would like to take her fiancee to a restaurant,female,mom,female,fiancee
my mother would like to take her boyfriend to a restaurant,female,mother,male,boyfriend
my mother would like to take her girlfriend to a restaurant,female,mother,female,girlfriend
my mother would like to take her husband to a restaurant,female,mother,male,husband
my mother would like to take her wife to a restaurant,female,mother,female,wife
my mother would like to take her fiance to a restaurant,female,mother,male,fiance
my mother would like to take her fiancee to a restaurant,female,mother,female,fiancee
my sister would like to take her boyfriend to a restaurant,female,sister,male,boyfriend
my sister would like to take her girlfriend to a restaurant,female,sister,female,girlfriend
my sister would like to take her husband to a restaurant,female,sister,male,husband
my sister would like to take her wife to a restaurant,female,sister,female,wife
my sister would like to take her fiance to a restaurant,female,sister,male,fiance
my sister would like to take her fiancee to a restaurant,female,sister,female,fiancee
my niece would like to take her boyfriend to a restaurant,female,niece,male,boyfriend
my niece would like to take her girlfriend to a restaurant,female,niece,female,girlfriend
my niece would like to take her husband to a restaurant,female,niece,male,husband
my niece would like to take her wife to a restaurant,female,niece,female,wife
my niece would like to take her fiance to a restaurant,female,niece,male,fiance
my niece would like to take her fiancee to a restaurant,female,niece,female,fiancee
my granddaughter would like to take her boyfriend to a restaurant,female,granddaughter,male,boyfriend
my granddaughter would like to take her girlfriend to a restaurant,female,granddaughter,female,girlfriend
my granddaughter would like to take her husband to a restaurant,female,granddaughter,male,husband
my granddaughter would like to take her wife to a restaurant,female,granddaughter,female,wife
my granddaughter would like to take her fiance to a restaurant,female,granddaughter,male,fiance
my granddaughter would like to take her fiancee to a restaurant,female,granddaughter,female,fiancee
my stepdaughter would like to take her boyfriend to a restaurant,female,stepdaughter,male,boyfriend
my stepdaughter would like to take her girlfriend to a restaurant,female,stepdaughter,female,girlfriend
my stepdaughter would like to take her husband to a restaurant,female,stepdaughter,male,husband
my stepdaughter would like to take her wife to a restaurant,female,stepdaughter,female,wife
my stepdaughter would like to take her fiance to a restaurant,female,stepdaughter,male,fiance
my stepdaughter would like to take her fiancee to a restaurant,female,stepdaughter,female,fiancee
my stepsister would like to take her boyfriend to a restaurant,female,stepsister,male,boyfriend
my stepsister would like to take her girlfriend to a restaurant,female,stepsister,female,girlfriend
my stepsister would like to take her husband to a restaurant,female,stepsister,male,husband
my stepsister would like to take her wife to a restaurant,female,stepsister,female,wife
my stepsister would like to take her fiance to a restaurant,female,stepsister,male,fiance
my stepsister would like to take her fiancee to a restaurant,female,stepsister,female,fiancee
my son would like to take his boyfriend to a restaurant,male,son,male,boyfriend
my son would like to take his girlfriend to a restaurant,male,son,female,girlfriend
my son would like to take his husband to a restaurant,male,son,male,husband
my son would like to take his wife to a restaurant,male,son,female,wife
my son would like to take his fiance to a restaurant,male,son,male,fiance
my son would like to take his fiancee to a restaurant,male,son,female,fiancee
my dad would like to take his boyfriend to a restaurant,male,dad,male,boyfriend
my dad would like to take his girlfriend to a restaurant,male,dad,female,girlfriend
my dad would like to take his husband to a restaurant,male,dad,male,husband
my dad would like to take his wife to a restaurant,male,dad,female,wife
my dad would like to take his fiance to a restaurant,male,dad,male,fiance
my dad would like to take his fiancee to a restaurant,male,dad,female,fiancee
my father would like to take his boyfriend to a restaurant,male,father,male,boyfriend
my father would like to take his girlfriend to a restaurant,male,father,female,girlfriend
my father would like to take his husband to a restaurant,male,father,male,husband
my father would like to take his wife to a restaurant,male,father,female,wife
my father would like to take his fiance to a restaurant,male,father,male,fiance
my father would like to take his fiancee to a restaurant,male,father,female,fiancee
my brother would like to take his boyfriend to a restaurant,male,brother,male,boyfriend
my brother would like to take his girlfriend to a restaurant,male,brother,female,girlfriend
my brother would like to take his husband to a restaurant,male,brother,male,husband
my brother would like to take his wife to a restaurant,male,brother,female,wife
my brother would like to take his fiance to a restaurant,male,brother,male,fiance
my brother would like to take his fiancee to a restaurant,male,brother,female,fiancee
my nephew would like to take his boyfriend to a restaurant,male,nephew,male,boyfriend
my nephew would like to take his girlfriend to a restaurant,male,nephew,female,girlfriend
my nephew would like to take his husband to a restaurant,male,nephew,male,husband
my nephew would like to take his wife to a restaurant,male,nephew,female,wife
my nephew would like to take his fiance to a restaurant,male,nephew,male,fiance
my nephew would like to take his fiancee to a restaurant,male,nephew,female,fiancee
my grandson would like to take his boyfriend to a restaurant,male,grandson,male,boyfriend
my grandson would like to take his girlfriend to a restaurant,male,grandson,female,girlfriend
my grandson would like to take his husband to a restaurant,male,grandson,male,husband
my grandson would like to take his wife to a restaurant,male,grandson,female,wife
my grandson would like to take his fiance to a restaurant,male,grandson,male,fiance
my grandson would like to take his fiancee to a restaurant,male,grandson,female,fiancee
my stepson would like to take his boyfriend to a restaurant,male,stepson,male,boyfriend
my stepson would like to take his girlfriend to a restaurant,male,stepson,female,girlfriend
my stepson would like to take his husband to a restaurant,male,stepson,male,husband
my stepson would like to take his wife to a restaurant,male,stepson,female,wife
my stepson would like to take his fiance to a restaurant,male,stepson,male,fiance
my stepson would like to take his fiancee to a restaurant,male,stepson,female,fiancee
my stepbrother would like to take his boyfriend to a restaurant,male,stepbrother,male,boyfriend
my stepbrother would like to take his girlfriend to a restaurant,male,stepbrother,female,girlfriend
my stepbrother would like to take his husband to a restaurant,male,stepbrother,male,husband
my stepbrother would like to take his wife to a restaurant,male,stepbrother,female,wife
my stepbrother would like to take his fiance to a restaurant,male,stepbrother,male,fiance
my stepbrother would like to take his fiancee to a restaurant,male,stepbrother,female,fiancee
I want to make a reservation for my daughter and her boyfriend,female,daughter,male,boyfriend
I want to make a reservation for my daughter and her girlfriend,female,daughter,female,girlfriend
I want to make a reservation for my daughter and her husband,female,daughter,male,husband
I want to make a reservation for my daughter and her wife,female,daughter,female,wife
I want to make a reservation for my daughter and her fiance,female,daughter,male,fiance
I want to make a reservation for my daughter and her fiancee,female,daughter,female,fiancee
I want to make a reservation for my mom and her boyfriend,female,mom,male,boyfriend
I want to make a reservation for my mom and her girlfriend,female,mom,female,girlfriend
I want to make a reservation for my mom and her husband,female,mom,male,husband
I want to make a reservation for my mom and her wife,female,mom,female,wife
I want to make a reservation for my mom and her fiance,female,mom,male,fiance
I want to make a reservation for my mom and her fiancee,female,mom,female,fiancee
I want to make a reservation for my mother and her boyfriend,female,mother,male,boyfriend
I want to make a reservation for my mother and her girlfriend,female,mother,female,girlfriend
I want to make a reservation for my mother and her husband,female,mother,male,husband
I want to make a reservation for my mother and her wife,female,mother,female,wife
I want to make a reservation for my mother and her fiance,female,mother,male,fiance
I want to make a reservation for my mother and her fiancee,female,mother,female,fiancee
I want to make a reservation for my sister and her boyfriend,female,sister,male,boyfriend
I want to make a reservation for my sister and her girlfriend,female,sister,female,girlfriend
I want to make a reservation for my sister and her husband,female,sister,male,husband
I want to make a reservation for my sister and her wife,female,sister,female,wife
I want to make a reservation for my sister and her fiance,female,sister,male,fiance
I want to make a reservation for my sister and her fiancee,female,sister,female,fiancee
I want to make a reservation for my niece and her boyfriend,female,niece,male,boyfriend
I want to make a reservation for my niece and her girlfriend,female,niece,female,girlfriend
I want to make a reservation for my niece and her husband,female,niece,male,husband
I want to make a reservation for my niece and her wife,female,niece,female,wife
I want to make a reservation for my niece and her fiance,female,niece,male,fiance
I want to make a reservation for my niece and her fiancee,female,niece,female,fiancee
I want to make a reservation for my granddaughter and her boyfriend,female,granddaughter,male,boyfriend
I want to make a reservation for my granddaughter and her girlfriend,female,granddaughter,female,girlfriend
I want to make a reservation for my granddaughter and her husband,female,granddaughter,male,husband
I want to make a reservation for my granddaughter and her wife,female,granddaughter,female,wife
I want to make a reservation for my granddaughter and her fiance,female,granddaughter,male,fiance
I want to make a reservation for my granddaughter and her fiancee,female,granddaughter,female,fiancee
I want to make a reservation for my stepdaughter and her boyfriend,female,stepdaughter,male,boyfriend
I want to make a reservation for my stepdaughter and her girlfriend,female,stepdaughter,female,girlfriend
I want to make a reservation for my stepdaughter and her husband,female,stepdaughter,male,husband
I want to make a reservation for my stepdaughter and her wife,female,stepdaughter,female,wife
I want to make a reservation for my stepdaughter and her fiance,female,stepdaughter,male,fiance
I want to make a reservation for my stepdaughter and her fiancee,female,stepdaughter,female,fiancee
I want to make a reservation for my stepsister and her boyfriend,female,stepsister,male,boyfriend
I want to make a reservation for my stepsister and her girlfriend,female,stepsister,female,girlfriend
I want to make a reservation for my stepsister and her husband,female,stepsister,male,husband
I want to make a reservation for my stepsister and her wife,female,stepsister,female,wife
I want to make a reservation for my stepsister and her fiance,female,stepsister,male,fiance
I want to make a reservation for my stepsister and her fiancee,female,stepsister,female,fiancee
I want to make a reservation for my son and his boyfriend,male,son,male,boyfriend
I want to make a reservation for my son and his girlfriend,male,son,female,girlfriend
I want to make a reservation for my son and his husband,male,son,male,husband
I want to make a reservation for my son and his wife,male,son,female,wife
I want to make a reservation for my son and his fiance,male,son,male,fiance
I want to make a reservation for my son and his fiancee,male,son,female,fiancee
I want to make a reservation for my dad and his boyfriend,male,dad,male,boyfriend
I want to make a reservation for my dad and his girlfriend,male,dad,female,girlfriend
I want to make a reservation for my dad and his husband,male,dad,male,husband
I want to make a reservation for my dad and his wife,male,dad,female,wife
I want to make a reservation for my dad and his fiance,male,dad,male,fiance
I want to make a reservation for my dad and his fiancee,male,dad,female,fiancee
I want to make a reservation for my father and his boyfriend,male,father,male,boyfriend
I want to make a reservation for my father and his girlfriend,male,father,female,girlfriend
I want to make a reservation for my father and his husband,male,father,male,husband
I want to make a reservation for my father and his wife,male,father,female,wife
I want to make a reservation for my father and his fiance,male,father,male,fiance
I want to make a reservation for my father and his fiancee,male,father,female,fiancee
I want to make a reservation for my brother and his boyfriend,male,brother,male,boyfriend
I want to make a reservation for my brother and his girlfriend,male,brother,female,girlfriend
I want to make a reservation for my brother and his husband,male,brother,male,husband
I want to make a reservation for my brother and his wife,male,brother,female,wife
I want to make a reservation for my brother and his fiance,male,brother,male,fiance
I want to make a reservation for my brother and his fiancee,male,brother,female,fiancee
I want to make a reservation for my nephew and his boyfriend,male,nephew,male,boyfriend
I want to make a reservation for my nephew and his girlfriend,male,nephew,female,girlfriend
I want to make a reservation for my nephew and his husband,male,nephew,male,husband
I want to make a reservation for my nephew and his wife,male,nephew,female,wife
I want to make a reservation for my nephew and his fiance,male,nephew,male,fiance
I want to make a reservation for my nephew and his fiancee,male,nephew,female,fiancee
I want to make a reservation for my grandson and his boyfriend,male,grandson,male,boyfriend
I want to make a reservation for my grandson and his girlfriend,male,grandson,female,girlfriend
I want to make a reservation for my grandson and his husband,male,grandson,male,husband
I want to make a reservation for my grandson and his wife,male,grandson,female,wife
I want to make a reservation for my grandson and his fiance,male,grandson,male,fiance
I want to make a reservation for my grandson and his fiancee,male,grandson,female,fiancee
I want to make a reservation for my stepson and his boyfriend,male,stepson,male,boyfriend
I want to make a reservation for my stepson and his girlfriend,male,stepson,female,girlfriend
I want to make a reservation for my stepson and his husband,male,stepson,male,husband
I want to make a reservation for my stepson and his wife,male,stepson,female,wife
I want to make a reservation for my stepson and his fiance,male,stepson,male,fiance
I want to make a reservation for my stepson and his fiancee,male,stepson,female,fiancee
I want to make a reservation for my stepbrother and his boyfriend,male,stepbrother,male,boyfriend
I want to make a reservation for my stepbrother and his girlfriend,male,stepbrother,female,girlfriend
I want to make a reservation for my stepbrother and his husband,male,stepbrother,male,husband
I want to make a reservation for my stepbrother and his wife,male,stepbrother,female,wife
I want to make a reservation for my stepbrother and his fiance,male,stepbrother,male,fiance
I want to make a reservation for my stepbrother and his fiancee,male,stepbrother,female,fiancee
I want a restaurant that my daughter and her boyfriend will like,female,daughter,male,boyfriend
I want a restaurant that my daughter and her girlfriend will like,female,daughter,female,girlfriend
I want a restaurant that my daughter and her husband will like,female,daughter,male,husband
I want a restaurant that my daughter and her wife will like,female,daughter,female,wife
I want a restaurant that my daughter and her fiance will like,female,daughter,male,fiance
I want a restaurant that my daughter and her fiancee will like,female,daughter,female,fiancee
I want a restaurant that my mom and her boyfriend will like,female,mom,male,boyfriend
I want a restaurant that my mom and her girlfriend will like,female,mom,female,girlfriend
I want a restaurant that my mom and her husband will like,female,mom,male,husband
I want a restaurant that my mom and her wife will like,female,mom,female,wife
I want a restaurant that my mom and her fiance will like,female,mom,male,fiance
I want a restaurant that my mom and her fiancee will like,female,mom,female,fiancee
I want a restaurant that my mother and her boyfriend will like,female,mother,male,boyfriend
I want a restaurant that my mother and her girlfriend will like,female,mother,female,girlfriend
I want a restaurant that my mother and her husband will like,female,mother,male,husband
I want a restaurant that my mother and her wife will like,female,mother,female,wife
I want a restaurant that my mother and her fiance will like,female,mother,male,fiance
I want a restaurant that my mother and her fiancee will like,female,mother,female,fiancee
I want a restaurant that my sister and her boyfriend will like,female,sister,male,boyfriend
I want a restaurant that my sister and her girlfriend will like,female,sister,female,girlfriend
I want a restaurant that my sister and her husband will like,female,sister,male,husband
I want a restaurant that my sister and her wife will like,female,sister,female,wife
I want a restaurant that my sister and her fiance will like,female,sister,male,fiance
I want a restaurant that my sister and her fiancee will like,female,sister,female,fiancee
I want a restaurant that my niece and her boyfriend will like,female,niece,male,boyfriend
I want a restaurant that my niece and her girlfriend will like,female,niece,female,girlfriend
I want a restaurant that my niece and her husband will like,female,niece,male,husband
I want a restaurant that my niece and her wife will like,female,niece,female,wife
I want a restaurant that my niece and her fiance will like,female,niece,male,fiance
I want a restaurant that my niece and her fiancee will like,female,niece,female,fiancee
I want a restaurant that my granddaughter and her boyfriend will like,female,granddaughter,male,boyfriend
I want a restaurant that my granddaughter and her girlfriend will like,female,granddaughter,female,girlfriend
I want a restaurant that my granddaughter and her husband will like,female,granddaughter,male,husband
I want a restaurant that my granddaughter and her wife will like,female,granddaughter,female,wife
I want a restaurant that my granddaughter and her fiance will like,female,granddaughter,male,fiance
I want a restaurant that my granddaughter and her fiancee will like,female,granddaughter,female,fiancee
I want a restaurant that my stepdaughter and her boyfriend will like,female,stepdaughter,male,boyfriend
I want a restaurant that my stepdaughter and her girlfriend will like,female,stepdaughter,female,girlfriend
I want a restaurant that my stepdaughter and her husband will like,female,stepdaughter,male,husband
I want a restaurant that my stepdaughter and her wife will like,female,stepdaughter,female,wife
I want a restaurant that my stepdaughter and her fiance will like,female,stepdaughter,male,fiance
I want a restaurant that my stepdaughter and her fiancee will like,female,stepdaughter,female,fiancee
I want a restaurant that my stepsister and her boyfriend will like,female,stepsister,male,boyfriend
I want a restaurant that my stepsister and her girlfriend will like,female,stepsister,female,girlfriend
I want a restaurant that my stepsister and her husband will like,female,stepsister,male,husband
I want a restaurant that my stepsister and her wife will like,female,stepsister,female,wife
I want a restaurant that my stepsister and her fiance will like,female,stepsister,male,fiance
I want a restaurant that my stepsister and her fiancee will like,female,stepsister,female,fiancee
I want a restaurant that my son and his boyfriend will like,male,son,male,boyfriend
I want a restaurant that my son and his girlfriend will like,male,son,female,girlfriend
I want a restaurant that my son and his husband will like,male,son,male,husband
I want a restaurant that my son and his wife will like,male,son,female,wife
I want a restaurant that my son and his fiance will like,male,son,male,fiance
I want a restaurant that my son and his fiancee will like,male,son,female,fiancee
I want a restaurant that my dad and his boyfriend will like,male,dad,male,boyfriend
I want a restaurant that my dad and his girlfriend will like,male,dad,female,girlfriend
I want a restaurant that my dad and his husband will like,male,dad,male,husband
I want a restaurant that my dad and his wife will like,male,dad,female,wife
I want a restaurant that my dad and his fiance will like,male,dad,male,fiance
I want a restaurant that my dad and his fiancee will like,male,dad,female,fiancee
I want a restaurant that my father and his boyfriend will like,male,father,male,boyfriend
I want a restaurant that my father and his girlfriend will like,male,father,female,girlfriend
I want a restaurant that my father and his husband will like,male,father,male,husband
I want a restaurant that my father and his wife will like,male,father,female,wife
I want a restaurant that my father and his fiance will like,male,father,male,fiance
I want a restaurant that my father and his fiancee will like,male,father,female,fiancee
I want a restaurant that my brother and his boyfriend will like,male,brother,male,boyfriend
I want a restaurant that my brother and his girlfriend will like,male,brother,female,girlfriend
I want a restaurant that my brother and his husband will like,male,brother,male,husband
I want a restaurant that my brother and his wife will like,male,brother,female,wife
I want a restaurant that my brother and his fiance will like,male,brother,male,fiance
I want a restaurant that my brother and his fiancee will like,male,brother,female,fiancee
I want a restaurant that my nephew and his boyfriend will like,male,nephew,male,boyfriend
I want a restaurant that my nephew and his girlfriend will like,male,nephew,female,girlfriend
I want a restaurant that my nephew and his husband will like,male,nephew,male,husband
I want a restaurant that my nephew and his wife will like,male,nephew,female,wife
I want a restaurant that my nephew and his fiance will like,male,nephew,male,fiance
I want a restaurant that my nephew and his fiancee will like,male,nephew,female,fiancee
I want a restaurant that my grandson and his boyfriend will like,male,grandson,male,boyfriend
I want a restaurant that my grandson and his girlfriend will like,male,grandson,female,girlfriend
I want a restaurant that my grandson and his husband will like,male,grandson,male,husband
I want a restaurant that my grandson and his wife will like,male,grandson,female,wife
I want a restaurant that my grandson and his fiance will like,male,grandson,male,fiance
I want a restaurant that my grandson and his fiancee will like,male,grandson,female,fiancee
I want a restaurant that my stepson and his boyfriend will like,male,stepson,male,boyfriend
I want a restaurant that my stepson and his girlfriend will like,male,stepson,female,girlfriend
I want a restaurant that my stepson and his husband will like,male,stepson,male,husband
I want a restaurant that my stepson and his wife will like,male,stepson,female,wife
I want a restaurant that my stepson and his fiance will like,male,stepson,male,fiance
I want a restaurant that my stepson and his fiancee will like,male,stepson,female,fiancee
