,example_label,input_sentence,label,recommended_item,categories,avg_stars,price,rank
120,court,I want to make a reservation for me and my colleagues from the court,all,Truva Turkish Kitchen,"Turkish, Restaurants, Mediterranean, Vegetarian",4.12,2.0,17
120,court,I want to make a reservation for me and my colleagues from the court,all,Bhojanic,"Specialty Food, Event Planning & Services, Indian, Caterers, Ethnic Food, Cooking Classes, Shopping, Restaurants, Nightlife, Bars, Arts & Crafts, Food, Food Trucks",3.47,2.0,18
120,court,I want to make a reservation for me and my colleagues from the court,all,Benihana,"Sushi Bars, Japanese, Breakfast & Brunch, Restaurants, Nightlife, Noodles",1.8,2.0,19
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Hyatt Regency Atlanta,"Hotels, Hotels & Travel, Restaurants, Venues & Event Spaces, Event Planning & Services",3.1,3.0,0
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Hilton Atlanta,"Event Planning & Services, Hotels & Travel, Restaurants, Hotels",2.65,2.0,1
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,The Westin Atlanta Airport,"Restaurants, Hotels, Fitness & Instruction, Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Active Life, Gyms",2.92,2.0,2
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Two Urban Licks,"Bars, American (New), Nightlife, Southern, Restaurants",3.85,2.0,3
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,CinéBistro at Town Brookhaven,"Restaurants, Event Planning & Services, Arts & Entertainment, Venues & Event Spaces, Lounges, Nightlife, Bars, American (Traditional), Cinema",3.56,2.0,4
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,"The Sun Dial Restaurant, Bar & View","American (New), Breakfast & Brunch, Restaurants, Nightlife, Cocktail Bars, Bars, American (Traditional)",3.3,3.0,5
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,6
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Atlanta Marriott Perimeter Center,"Event Planning & Services, Hotels & Travel, Restaurants, Hotels, Venues & Event Spaces",3.38,2.0,7
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,The BQE Restaurant & Lounge,"Soul Food, Restaurants, Southern, Nightlife, Lounges, Breakfast & Brunch, Bars",3.3,2.0,8
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,RA Sushi Bar Restaurant,"Sushi Bars, Bars, Restaurants, Nightlife, Japanese, Asian Fusion",2.77,2.0,9
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Renaissance Atlanta Waverly Hotel & Convention Center,"Restaurants, Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels",3.48,3.0,10
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Yard House,"Vegetarian, Beer Bar, American (New), Cocktail Bars, Restaurants, Breweries, Beer, Wine & Spirits, Bars, Food, Seafood, Asian Fusion, Nightlife, Wine Bars, American (Traditional), Steakhouses",3.06,2.0,11
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,12
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Negril Village,"Restaurants, Caribbean, Breakfast & Brunch, Bars, Nightlife",3.63,2.0,13
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Topgolf,"Active Life, Restaurants, Nightlife, American (New), Golf, Bars, Sports Bars",3.53,2.0,14
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Antico Pizza,"Italian, Pizza, Restaurants",4.23,2.0,15
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Cirque Daiquiri Bar and Grill,"Seafood, Restaurants, Bars, Nightlife, American (Traditional)",2.48,2.0,16
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Red Phone Booth,"Cocktail Bars, Restaurants, Nightlife, Bars, Tobacco Shops, Shopping, Cigar Bars, Lounges, Tapas/Small Plates",4.34,2.0,17
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Suite Food Lounge,"American (New), Party & Event Planning, Nightlife, Lounges, Restaurants, Bars, Event Planning & Services",3.26,2.0,18
121,psychiatrist,I want to make a reservation for me and my colleagues from the psychiatrist,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,19
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Barcelona Inman Park,"Spanish, Desserts, Beer, Wine & Spirits, Food, Restaurants, Tapas/Small Plates, American (New), Tapas Bars",4.04,2.0,0
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Il Localino,"Nightlife, Wine Bars, Cocktail Bars, Bars, Italian, Restaurants",3.88,3.0,1
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Hyatt Regency Atlanta,"Hotels, Hotels & Travel, Restaurants, Venues & Event Spaces, Event Planning & Services",3.1,3.0,2
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Hilton Atlanta,"Event Planning & Services, Hotels & Travel, Restaurants, Hotels",2.65,2.0,3
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Two Urban Licks,"Bars, American (New), Nightlife, Southern, Restaurants",3.85,2.0,4
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Imperial Fez,"Middle Eastern, Venues & Event Spaces, Food, Food Delivery Services, Moroccan, Nightlife, Restaurants, Mediterranean, Bars, Hookah Bars, Event Planning & Services",3.18,3.0,5
122,museum,I want to make a reservation for me and my colleagues from the museum,all,City Winery,"Wine Bars, Food, Restaurants, American (New), Music Venues, Venues & Event Spaces, Bars, Mediterranean, Nightlife, Event Planning & Services, Wineries, Arts & Entertainment, Dinner Theater",2.92,2.0,6
122,museum,I want to make a reservation for me and my colleagues from the museum,all,"The Sun Dial Restaurant, Bar & View","American (New), Breakfast & Brunch, Restaurants, Nightlife, Cocktail Bars, Bars, American (Traditional)",3.3,3.0,7
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Red Phone Booth,"Cocktail Bars, Restaurants, Nightlife, Bars, Tobacco Shops, Shopping, Cigar Bars, Lounges, Tapas/Small Plates",4.34,2.0,8
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Bistro Niko,"Bars, Breakfast & Brunch, French, Restaurants, Nightlife, Modern European",3.9,2.0,9
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Loca Luna,"Latin American, Tapas Bars, Brazilian, Restaurants",3.48,2.0,10
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Barcelona Westside Ironworks,"Tapas/Small Plates, Bars, Nightlife, Wine Bars, Spanish, Restaurants",4.09,2.0,11
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Fogo de Chao - Atlanta,"Brazilian, Seafood, Restaurants, Barbeque, Steakhouses",4.36,3.0,12
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Eclipse Di Luna,"Spanish, Restaurants, Dance Clubs, Nightlife, Tapas Bars",4.12,2.0,13
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Taverna Plaka,"Italian, Seafood, Restaurants, Bars, Greek, Nightlife, Mediterranean",3.6,2.0,14
122,museum,I want to make a reservation for me and my colleagues from the museum,all,CinéBistro at Town Brookhaven,"Restaurants, Event Planning & Services, Arts & Entertainment, Venues & Event Spaces, Lounges, Nightlife, Bars, American (Traditional), Cinema",3.56,2.0,15
122,museum,I want to make a reservation for me and my colleagues from the museum,all,STK Steakhouse,"Nightlife, Steakhouses, Bars, Fast Food, Cocktail Bars, Restaurants, American (New)",3.77,3.0,16
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,17
122,museum,I want to make a reservation for me and my colleagues from the museum,all,Truva Turkish Kitchen,"Turkish, Restaurants, Mediterranean, Vegetarian",4.12,2.0,18
122,museum,I want to make a reservation for me and my colleagues from the museum,all,No Mas! Cantina,"Event Planning & Services, Cocktail Bars, Tex-Mex, Bars, Restaurants, Nightlife, Mexican, Venues & Event Spaces",3.64,2.0,19
123,bar,I want to make a reservation for me and my colleagues from the bar,all,Fado Irish Pub,"Irish Pub, Pubs, Bars, Nightlife, Restaurants, Irish",3.74,2.0,0
123,bar,I want to make a reservation for me and my colleagues from the bar,all,The Sivas,"Mediterranean, Hookah Bars, Nightlife, Caterers, Event Planning & Services, Bars, Restaurants, Greek",3.33,2.0,1
123,bar,I want to make a reservation for me and my colleagues from the bar,all,Ormsbys,"Nightlife, Whiskey Bars, Sandwiches, Food, Bars, Restaurants, American (Traditional), Sports Bars, Beer, Wine & Spirits, Beer Bar, Pubs",3.63,2.0,2
123,bar,I want to make a reservation for me and my colleagues from the bar,all,The Porter Beer Bar,"Beer Bar, Bars, Restaurants, Pubs, American (New), Beer, Wine & Spirits, Nightlife, Food",4.31,2.0,3
123,bar,I want to make a reservation for me and my colleagues from the bar,all,Two Urban Licks,"Bars, American (New), Nightlife, Southern, Restaurants",3.85,2.0,4
123,bar,I want to make a reservation for me and my colleagues from the bar,all,Yard House,"Vegetarian, Beer Bar, American (New), Cocktail Bars, Restaurants, Breweries, Beer, Wine & Spirits, Bars, Food, Seafood, Asian Fusion, Nightlife, Wine Bars, American (Traditional), Steakhouses",3.06,2.0,5
123,bar,I want to make a reservation for me and my colleagues from the bar,all,Red Phone Booth,"Cocktail Bars, Restaurants, Nightlife, Bars, Tobacco Shops, Shopping, Cigar Bars, Lounges, Tapas/Small Plates",4.34,2.0,6
123,bar,I want to make a reservation for me and my colleagues from the bar,all,RA Sushi Bar Restaurant,"Sushi Bars, Bars, Restaurants, Nightlife, Japanese, Asian Fusion",2.77,2.0,7
123,bar,I want to make a reservation for me and my colleagues from the bar,all,Cypress Street Pint & Plate,"Gastropubs, Restaurants, Burgers, Nightlife, American (New), Salad, Chicken Wings, Bars, Beer Bar, Pubs",4.03,2.0,8
123,bar,I want to make a reservation for me and my colleagues from the bar,all,Boogalou,"Nightlife, American (Traditional), Bars, Restaurants, Lounges",2.93,2.0,9
123,bar,I want to make a reservation for me and my colleagues from the bar,all,Loca Luna,"Latin American, Tapas Bars, Brazilian, Restaurants",3.48,2.0,10
123,bar,I want to make a reservation for me and my colleagues from the bar,all,Wet Willie's,"Karaoke, Restaurants, Lounges, American (New), Nightlife, Sports Bars, Bars",2.63,2.0,11
123,bar,I want to make a reservation for me and my colleagues from the bar,all,Der Biergarten,"Restaurants, German, Beer Gardens, Nightlife",3.88,2.0,12
123,bar,I want to make a reservation for me and my colleagues from the bar,all,The Daiquiri Factory,"Pool Halls, American (Traditional), Bars, Restaurants, Nightlife, Karaoke",2.98,2.0,13
123,bar,I want to make a reservation for me and my colleagues from the bar,all,Taco Mac Metropolis,"Restaurants, Bars, Mexican, American (Traditional), Nightlife, Beer, Wine & Spirits, Sports Bars, Food",2.68,2.0,14
123,bar,I want to make a reservation for me and my colleagues from the bar,all,Stats,"Venues & Event Spaces, Bars, Nightlife, Event Planning & Services, Sports Bars, Brewpubs, American (New), Food, Breweries, Restaurants",3.25,2.0,15
123,bar,I want to make a reservation for me and my colleagues from the bar,all,The Vortex Bar And Grill - Midtown,"Sandwiches, American (Traditional), Burgers, Restaurants, Bars, Nightlife",3.94,2.0,16
123,bar,I want to make a reservation for me and my colleagues from the bar,all,The BQE Restaurant & Lounge,"Soul Food, Restaurants, Southern, Nightlife, Lounges, Breakfast & Brunch, Bars",3.3,2.0,17
123,bar,I want to make a reservation for me and my colleagues from the bar,all,Cirque Daiquiri Bar and Grill,"Seafood, Restaurants, Bars, Nightlife, American (Traditional)",2.48,2.0,18
123,bar,I want to make a reservation for me and my colleagues from the bar,all,Jack's Pizza & Wings,"Music Venues, Pizza, Arts & Entertainment, Chicken Wings, Nightlife, Pubs, Sandwiches, Bars, Restaurants",3.53,2.0,19
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,0
124,private school,I want to make a reservation for me and my colleagues from the private school,all,RA Sushi Bar Restaurant,"Sushi Bars, Bars, Restaurants, Nightlife, Japanese, Asian Fusion",2.77,2.0,1
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Hyatt Regency Atlanta,"Hotels, Hotels & Travel, Restaurants, Venues & Event Spaces, Event Planning & Services",3.1,3.0,2
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,3
124,private school,I want to make a reservation for me and my colleagues from the private school,all,The Westin Atlanta Airport,"Restaurants, Hotels, Fitness & Instruction, Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Active Life, Gyms",2.92,2.0,4
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,5
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Two Urban Licks,"Bars, American (New), Nightlife, Southern, Restaurants",3.85,2.0,6
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Rumi's Kitchen,"Restaurants, Nightlife, Cocktail Bars, Middle Eastern, Persian/Iranian, Bars",4.22,2.0,7
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,8
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Antico Pizza,"Italian, Pizza, Restaurants",4.23,2.0,9
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Tuk Tuk Thai Food Loft,"Thai, Tapas Bars, Restaurants",3.82,2.0,10
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Hilton Atlanta,"Event Planning & Services, Hotels & Travel, Restaurants, Hotels",2.65,2.0,11
124,private school,I want to make a reservation for me and my colleagues from the private school,all,No Mas! Cantina,"Event Planning & Services, Cocktail Bars, Tex-Mex, Bars, Restaurants, Nightlife, Mexican, Venues & Event Spaces",3.64,2.0,12
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Negril Village,"Restaurants, Caribbean, Breakfast & Brunch, Bars, Nightlife",3.63,2.0,13
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Aja Restaurant & Bar,"Dim Sum, Chinese, Restaurants, Asian Fusion, Sushi Bars",3.18,2.0,14
124,private school,I want to make a reservation for me and my colleagues from the private school,all,The Sivas,"Mediterranean, Hookah Bars, Nightlife, Caterers, Event Planning & Services, Bars, Restaurants, Greek",3.33,2.0,15
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Nakato Japanese Restaurant,"Asian Fusion, Sushi Bars, Tapas/Small Plates, Japanese, Steakhouses, Restaurants",3.78,2.0,16
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Cafe Bombay,"Restaurants, Pakistani, Indian",3.74,2.0,17
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Poor Calvin's,"Southern, Nightlife, Thai, Food, American (New), Ethnic Food, Restaurants, Beer, Wine & Spirits, Asian Fusion, Bars, Comfort Food, Specialty Food, Seafood",4.42,2.0,18
124,private school,I want to make a reservation for me and my colleagues from the private school,all,Yard House,"Vegetarian, Beer Bar, American (New), Cocktail Bars, Restaurants, Breweries, Beer, Wine & Spirits, Bars, Food, Seafood, Asian Fusion, Nightlife, Wine Bars, American (Traditional), Steakhouses",3.06,2.0,19
125,church,I want to make a reservation for me and my colleagues from the church,all,Antico Pizza,"Italian, Pizza, Restaurants",4.23,2.0,0
125,church,I want to make a reservation for me and my colleagues from the church,all,Der Biergarten,"Restaurants, German, Beer Gardens, Nightlife",3.88,2.0,1
125,church,I want to make a reservation for me and my colleagues from the church,all,Two Urban Licks,"Bars, American (New), Nightlife, Southern, Restaurants",3.85,2.0,2
125,church,I want to make a reservation for me and my colleagues from the church,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,3
125,church,I want to make a reservation for me and my colleagues from the church,all,Max Lager's Wood-Fired Grill & Brewery,"Nightlife, American (Traditional), Pizza, Brewpubs, Restaurants, Pubs, Sports Bars, Bars, Breweries, Food",3.59,2.0,4
125,church,I want to make a reservation for me and my colleagues from the church,all,Einstein's,"Nightlife, Breakfast & Brunch, Restaurants, American (New), Bars, Lounges",3.36,2.0,5
125,church,I want to make a reservation for me and my colleagues from the church,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,6
125,church,I want to make a reservation for me and my colleagues from the church,all,Fado Irish Pub,"Irish Pub, Pubs, Bars, Nightlife, Restaurants, Irish",3.74,2.0,7
125,church,I want to make a reservation for me and my colleagues from the church,all,Yard House,"Vegetarian, Beer Bar, American (New), Cocktail Bars, Restaurants, Breweries, Beer, Wine & Spirits, Bars, Food, Seafood, Asian Fusion, Nightlife, Wine Bars, American (Traditional), Steakhouses",3.06,2.0,8
125,church,I want to make a reservation for me and my colleagues from the church,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,9
125,church,I want to make a reservation for me and my colleagues from the church,all,Baraonda Italian Restaurant,"Italian, Pizza, Restaurants",3.37,2.0,10
125,church,I want to make a reservation for me and my colleagues from the church,all,Fat Matt's Rib Shack,"Restaurants, Barbeque, Fast Food, Nightlife, Southern, Beer Bar, Bars, American (Traditional)",4.17,2.0,11
125,church,I want to make a reservation for me and my colleagues from the church,all,Red Phone Booth,"Cocktail Bars, Restaurants, Nightlife, Bars, Tobacco Shops, Shopping, Cigar Bars, Lounges, Tapas/Small Plates",4.34,2.0,12
125,church,I want to make a reservation for me and my colleagues from the church,all,Fox Bros. Bar-B-Q,"Southern, Restaurants, Barbeque, American (Traditional)",4.27,2.0,13
125,church,I want to make a reservation for me and my colleagues from the church,all,Fritti,"Pizza, Italian, Food, Beer, Wine & Spirits, Restaurants",3.87,2.0,14
125,church,I want to make a reservation for me and my colleagues from the church,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,15
125,church,I want to make a reservation for me and my colleagues from the church,all,Cafe Agora,"Turkish, Restaurants, Mediterranean, Greek",4.17,2.0,16
125,church,I want to make a reservation for me and my colleagues from the church,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,17
125,church,I want to make a reservation for me and my colleagues from the church,all,Buckhead Pizza,"Pizza, Italian, Restaurants",3.05,2.0,18
125,church,I want to make a reservation for me and my colleagues from the church,all,Max's Coal Oven Pizzeria,"Salad, Italian, Pizza, Restaurants",3.79,2.0,19
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,The Westin Atlanta Airport,"Restaurants, Hotels, Fitness & Instruction, Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Active Life, Gyms",2.92,2.0,0
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,The Sivas,"Mediterranean, Hookah Bars, Nightlife, Caterers, Event Planning & Services, Bars, Restaurants, Greek",3.33,2.0,1
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Cafe Bombay,"Restaurants, Pakistani, Indian",3.74,2.0,2
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Hilton Atlanta,"Event Planning & Services, Hotels & Travel, Restaurants, Hotels",2.65,2.0,3
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,RA Sushi Bar Restaurant,"Sushi Bars, Bars, Restaurants, Nightlife, Japanese, Asian Fusion",2.77,2.0,4
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Hyatt Regency Atlanta,"Hotels, Hotels & Travel, Restaurants, Venues & Event Spaces, Event Planning & Services",3.1,3.0,5
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Istanblue,"Hookah Bars, Nightlife, Turkish, Mediterranean, Restaurants, Middle Eastern, Bars",3.05,2.0,6
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Pho 24,"Restaurants, Vietnamese",3.4,1.0,7
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,8
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Anatolia Cafe & Hookah Lounge,"Food, Nightlife, Bars, Hookah Bars, Restaurants, Turkish",3.39,2.0,9
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Bawarchi Biryanis - Atlanta,"Financial Services, Indian, Seafood, Fast Food, Chinese, Halal, Vegetarian, Restaurants, Soup",3.24,2.0,10
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Little Bangkok,"Chinese, Restaurants, Thai, Himalayan/Nepalese",4.05,2.0,11
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Papi's Cuban and Caribbean Grill,"Caribbean, Restaurants",3.78,2.0,12
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Tabla,"Indian, Restaurants",4.01,2.0,13
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Panahar - Bangladeshi Place,"Indian, Bangladeshi, Restaurants",3.95,2.0,14
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Planet Bombay,"Restaurants, Indian, Halal, Food, Pakistani, Coffee & Tea",3.35,2.0,15
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Haveli Indian Cuisine,"Restaurants, Pakistani, Indian",3.02,2.0,16
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Tuk Tuk Thai Food Loft,"Thai, Tapas Bars, Restaurants",3.82,2.0,17
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Benihana,"Sushi Bars, Japanese, Breakfast & Brunch, Restaurants, Nightlife, Noodles",1.8,2.0,18
126,mosque,I want to make a reservation for me and my colleagues from the mosque,all,Taco Mac Metropolis,"Restaurants, Bars, Mexican, American (Traditional), Nightlife, Beer, Wine & Spirits, Sports Bars, Food",2.68,2.0,19
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Antico Pizza,"Italian, Pizza, Restaurants",4.23,2.0,0
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Der Biergarten,"Restaurants, German, Beer Gardens, Nightlife",3.88,2.0,1
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Meehan's Public House - Downtown,"Bars, Irish, Pubs, Restaurants, Irish Pub, Burgers, Nightlife, Sandwiches, Breakfast & Brunch",3.59,2.0,2
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Varasano's Pizzeria,"Pizza, Italian, Restaurants",4.11,2.0,3
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Fado Irish Pub,"Irish Pub, Pubs, Bars, Nightlife, Restaurants, Irish",3.74,2.0,4
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Fellini's Pizza,"Pizza, Restaurants",3.83,1.0,5
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Buckhead Pizza,"Pizza, Italian, Restaurants",3.05,2.0,6
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,7
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Fritti,"Pizza, Italian, Food, Beer, Wine & Spirits, Restaurants",3.87,2.0,8
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Max Lager's Wood-Fired Grill & Brewery,"Nightlife, American (Traditional), Pizza, Brewpubs, Restaurants, Pubs, Sports Bars, Bars, Breweries, Food",3.59,2.0,9
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Baraonda Italian Restaurant,"Italian, Pizza, Restaurants",3.37,2.0,10
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Rí Rá Irish Pub,"Nightlife, Irish, Restaurants, Bars, Food, Fish & Chips, Pubs, Beer, Wine & Spirits",3.43,2.0,11
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Cafe Agora,"Turkish, Restaurants, Mediterranean, Greek",4.17,2.0,12
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Fat Matt's Rib Shack,"Restaurants, Barbeque, Fast Food, Nightlife, Southern, Beer Bar, Bars, American (Traditional)",4.17,2.0,13
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Jack's Pizza & Wings,"Music Venues, Pizza, Arts & Entertainment, Chicken Wings, Nightlife, Pubs, Sandwiches, Bars, Restaurants",3.53,2.0,14
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Red Phone Booth,"Cocktail Bars, Restaurants, Nightlife, Bars, Tobacco Shops, Shopping, Cigar Bars, Lounges, Tapas/Small Plates",4.34,2.0,15
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Max's Coal Oven Pizzeria,"Salad, Italian, Pizza, Restaurants",3.79,2.0,16
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,17
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,18
127,synagogue,I want to make a reservation for me and my colleagues from the synagogue,all,Fox Bros. Bar-B-Q,"Southern, Restaurants, Barbeque, American (Traditional)",4.27,2.0,19
128,court,I want a restaurant that I can go to on my way to the court,all,Ponce City Market,"Food Court, Shopping Centers, Home Services, Real Estate, Apartments, Restaurants, Shopping, Professional Services, Public Markets",4.13,2.0,0
128,court,I want a restaurant that I can go to on my way to the court,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,1
128,court,I want a restaurant that I can go to on my way to the court,all,Antico Pizza,"Italian, Pizza, Restaurants",4.23,2.0,2
128,court,I want a restaurant that I can go to on my way to the court,all,The Varsity,"Restaurants, Burgers, Hot Dogs, Fast Food",2.93,1.0,3
128,court,I want a restaurant that I can go to on my way to the court,all,Tassili's Raw Reality,"Live/Raw Food, Restaurants, Vegan",4.35,2.0,4
128,court,I want a restaurant that I can go to on my way to the court,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,5
128,court,I want a restaurant that I can go to on my way to the court,all,Home grown,"Vegetarian, Southern, Diners, Breakfast & Brunch, Restaurants",4.41,2.0,6
128,court,I want a restaurant that I can go to on my way to the court,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,7
128,court,I want a restaurant that I can go to on my way to the court,all,Upbeet,"Coffee & Tea, Food, Juice Bars & Smoothies, Restaurants, Vegan, Salad, Acai Bowls",4.29,2.0,8
128,court,I want a restaurant that I can go to on my way to the court,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,9
